purchase_id,customer_id,product_id,purchase_date,quantity,total_amount,payment_id,sales_channel
569,331,7,2025-05-09,3,76.83,569,Online
570,582,11,2025-04-01,4,61.6,570,In-store
571,702,12,2025-05-08,3,43.89,571,Online
572,430,17,2025-04-15,5,11.0,572,In-store
573,605,1,2025-04-07,5,12.5,573,Online
574,435,20,2025-03-24,3,92.19,574,Online
575,878,23,2025-03-21,4,39.84,575,Online
576,951,21,2025-05-17,5,144.95,576,In-store
577,50,24,2025-04-10,2,35.9,577,In-store
578,999,24,2025-03-24,2,35.9,578,In-store
579,752,14,2025-04-09,1,19.56,579,Online
580,12,12,2025-04-27,3,43.89,580,Online
581,960,6,2025-05-09,3,74.73,581,In-store
582,438,5,2025-05-13,3,12.66,582,In-store
583,763,3,2025-05-12,4,49.84,583,In-store
584,803,8,2025-04-19,3,108.57,584,In-store
585,886,19,2025-04-12,2,3.96,585,In-store
586,532,7,2025-05-14,5,128.05,586,In-store
587,109,7,2025-03-26,3,76.83,587,Online
588,413,5,2025-04-22,2,8.44,588,In-store
589,954,23,2025-04-05,2,19.92,589,In-store
590,182,12,2025-05-14,3,43.89,590,Online
591,638,16,2025-05-13,4,81.28,591,Online
592,979,10,2025-04-18,1,7.34,592,In-store
593,634,20,2025-05-04,2,61.46,593,Online
594,367,17,2025-05-07,2,4.4,594,Online
595,318,10,2025-04-04,1,7.34,595,Online
596,536,15,2025-04-08,3,143.34,596,In-store
597,694,20,2025-04-26,1,30.73,597,In-store
598,545,18,2025-03-18,2,18.92,598,In-store
599,849,9,2025-03-20,1,32.37,599,In-store
600,873,19,2025-04-03,1,1.98,600,Online
601,418,16,2025-04-22,1,20.32,601,Online
602,977,0,2025-04-18,1,9.68,602,In-store
603,985,5,2025-04-20,5,21.1,603,Online
604,936,13,2025-03-26,2,5.64,604,In-store
605,70,18,2025-05-02,2,18.92,605,In-store
606,942,14,2025-04-28,3,58.68,606,In-store
607,942,6,2025-03-24,4,99.64,607,In-store
608,891,20,2025-04-25,3,92.19,608,In-store
609,14,9,2025-04-20,2,64.74,609,In-store
610,303,2,2025-04-29,3,93.3,610,Online
611,223,5,2025-04-04,2,8.44,611,In-store
612,526,13,2025-03-19,3,8.46,612,Online
613,734,3,2025-05-08,5,62.3,613,Online
614,455,6,2025-05-05,3,74.73,614,Online
615,646,17,2025-03-26,5,11.0,615,Online
616,527,2,2025-04-02,1,31.1,616,Online
617,217,18,2025-05-06,1,9.46,617,In-store
618,103,17,2025-04-10,4,8.8,618,In-store
619,166,4,2025-05-02,3,36.24,619,In-store
620,337,17,2025-04-15,4,8.8,620,In-store
621,561,8,2025-04-23,2,72.38,621,Online
622,3,20,2025-04-06,5,153.65,622,In-store
623,698,21,2025-04-20,1,28.99,623,Online
624,152,23,2025-04-05,5,49.8,624,Online
625,899,1,2025-03-28,4,10.0,625,In-store
626,988,24,2025-04-09,3,53.85,626,In-store
627,119,3,2025-05-15,4,49.84,627,Online
628,408,24,2025-05-03,4,71.8,628,Online
629,126,18,2025-04-02,2,18.92,629,Online
630,855,0,2025-05-16,5,48.4,630,In-store
631,491,7,2025-04-30,5,128.05,631,In-store
632,303,12,2025-04-22,4,58.52,632,In-store
633,433,12,2025-04-04,5,73.15,633,In-store
634,318,24,2025-04-04,4,71.8,634,Online
635,452,3,2025-04-22,4,49.84,635,Online
636,371,17,2025-04-07,4,8.8,636,In-store
637,319,8,2025-04-26,3,108.57,637,In-store
638,845,20,2025-05-14,5,153.65,638,Online
639,667,16,2025-04-23,2,40.64,639,Online
640,357,24,2025-03-23,5,89.75,640,Online
641,452,10,2025-03-20,1,7.34,641,Online
642,13,25,2025-04-30,1,17.0,642,Online
643,369,5,2025-04-05,5,21.1,643,Online
644,691,1,2025-04-27,2,5.0,644,In-store
645,881,11,2025-03-18,3,46.2,645,In-store
646,920,2,2025-05-05,1,31.1,646,Online
647,570,11,2025-03-24,3,46.2,647,Online
648,486,9,2025-05-12,3,97.11,648,Online
649,690,7,2025-05-07,1,25.61,649,In-store
650,12,8,2025-04-20,4,144.76,650,In-store
651,995,1,2025-03-19,1,2.5,651,In-store
652,324,4,2025-04-10,3,36.24,652,Online
653,346,22,2025-04-08,1,16.62,653,Online
654,947,24,2025-05-12,5,89.75,654,Online
655,803,25,2025-05-10,1,17.0,655,In-store
656,55,20,2025-04-25,1,30.73,656,Online
657,314,8,2025-03-25,5,180.95,657,In-store
658,724,19,2025-03-30,2,3.96,658,In-store
659,90,9,2025-05-09,1,32.37,659,In-store
660,642,15,2025-04-09,1,47.78,660,In-store
661,151,6,2025-04-28,2,49.82,661,In-store
662,589,5,2025-04-16,2,8.44,662,Online
663,221,16,2025-04-27,4,81.28,663,Online
664,38,10,2025-04-11,3,22.02,664,In-store
665,554,3,2025-04-03,3,37.38,665,Online
666,713,23,2025-03-28,1,9.96,666,Online
667,143,14,2025-04-30,2,39.12,667,In-store
668,134,0,2025-04-21,2,19.36,668,In-store
669,245,1,2025-05-10,1,2.5,669,Online
670,470,20,2025-05-14,5,153.65,670,In-store
671,210,22,2025-03-30,2,33.24,671,Online
672,844,8,2025-05-15,3,108.57,672,In-store
673,110,17,2025-04-04,2,4.4,673,In-store
674,901,5,2025-03-29,2,8.44,674,Online
675,200,3,2025-04-28,4,49.84,675,In-store
676,589,9,2025-04-20,5,161.85,676,Online
677,252,8,2025-05-09,2,72.38,677,In-store
678,319,25,2025-04-20,4,68.0,678,In-store
679,514,19,2025-05-05,4,7.92,679,Online
680,987,20,2025-03-31,4,122.92,680,In-store
681,603,17,2025-04-12,4,8.8,681,In-store
682,418,0,2025-05-07,3,29.04,682,In-store
683,445,10,2025-03-27,4,29.36,683,Online
684,243,5,2025-04-15,4,16.88,684,Online
685,796,13,2025-04-05,3,8.46,685,In-store
686,486,4,2025-04-17,4,48.32,686,Online
687,10,23,2025-04-23,2,19.92,687,In-store
688,828,12,2025-05-05,5,73.15,688,Online
689,826,12,2025-04-09,5,73.15,689,In-store
690,228,25,2025-04-15,3,51.0,690,In-store
691,526,1,2025-04-26,2,5.0,691,Online
692,572,21,2025-03-31,2,57.98,692,Online
693,786,18,2025-04-28,3,28.38,693,In-store
694,166,1,2025-05-07,2,5.0,694,In-store
695,987,6,2025-05-01,2,49.82,695,In-store
696,658,13,2025-04-12,5,14.1,696,In-store
697,6,13,2025-05-06,1,2.82,697,In-store
698,243,13,2025-03-20,1,2.82,698,In-store
699,303,11,2025-04-05,3,46.2,699,Online
700,293,22,2025-04-12,5,83.1,700,In-store
701,921,10,2025-04-20,2,14.68,701,Online
702,255,25,2025-05-12,4,68.0,702,In-store
703,557,10,2025-05-16,4,29.36,703,Online
704,960,18,2025-05-10,1,9.46,704,Online
705,716,22,2025-05-08,3,49.86,705,Online
706,206,9,2025-03-29,4,129.48,706,Online
707,337,19,2025-03-31,2,3.96,707,In-store
708,225,23,2025-05-04,4,39.84,708,Online
709,218,25,2025-04-16,5,85.0,709,Online
710,951,5,2025-04-18,4,16.88,710,In-store
711,150,2,2025-04-09,4,124.4,711,In-store
712,506,22,2025-05-14,3,49.86,712,Online
713,40,24,2025-04-21,5,89.75,713,In-store
714,490,9,2025-04-15,2,64.74,714,In-store
715,449,13,2025-05-05,3,8.46,715,In-store
716,466,11,2025-05-02,3,46.2,716,Online
717,602,4,2025-05-17,4,48.32,717,In-store
718,820,20,2025-05-02,2,61.46,718,In-store
719,596,5,2025-03-27,1,4.22,719,Online
720,862,18,2025-05-06,3,28.38,720,In-store
721,659,8,2025-05-04,1,36.19,721,Online
722,850,14,2025-04-06,2,39.12,722,In-store
723,643,24,2025-04-02,2,35.9,723,Online
724,672,15,2025-04-04,2,95.56,724,Online
725,709,15,2025-05-10,5,238.9,725,In-store
726,70,24,2025-04-18,2,35.9,726,In-store
727,843,6,2025-05-07,5,124.55,727,Online
728,458,16,2025-04-17,3,60.96,728,Online
729,152,10,2025-03-20,5,36.7,729,In-store
730,336,3,2025-03-30,1,12.46,730,Online
731,449,16,2025-04-02,1,20.32,731,Online
732,404,20,2025-04-16,1,30.73,732,In-store
733,931,1,2025-04-15,2,5.0,733,In-store
734,101,4,2025-03-22,3,36.24,734,Online
735,490,24,2025-05-15,1,17.95,735,Online
736,154,17,2025-04-03,3,6.6,736,Online
737,817,22,2025-05-16,1,16.62,737,Online
738,701,15,2025-04-17,2,95.56,738,Online
739,348,9,2025-05-11,4,129.48,739,In-store
740,224,13,2025-05-10,3,8.46,740,Online
741,64,8,2025-04-30,4,144.76,741,In-store
742,22,2,2025-05-11,3,93.3,742,Online
743,863,12,2025-04-13,1,14.63,743,Online
744,253,4,2025-04-05,5,60.4,744,Online
745,929,9,2025-05-04,2,64.74,745,Online
746,662,1,2025-04-14,4,10.0,746,Online
747,383,1,2025-04-08,5,12.5,747,Online
748,144,9,2025-04-10,5,161.85,748,Online
749,460,10,2025-04-23,1,7.34,749,Online
750,53,17,2025-04-01,2,4.4,750,Online
751,471,0,2025-05-10,4,38.72,751,Online
752,794,9,2025-05-15,3,97.11,752,Online
753,462,25,2025-04-08,5,85.0,753,In-store
754,830,11,2025-03-18,2,30.8,754,Online
755,686,20,2025-04-18,3,92.19,755,Online
756,99,21,2025-05-04,2,57.98,756,Online
757,755,17,2025-04-30,3,6.6,757,Online
758,358,20,2025-04-28,5,153.65,758,Online
759,777,3,2025-05-12,3,37.38,759,In-store
760,886,24,2025-04-04,5,89.75,760,In-store
761,444,22,2025-04-07,4,66.48,761,Online
762,172,19,2025-04-29,4,7.92,762,In-store
763,6,15,2025-04-22,2,95.56,763,In-store
764,105,19,2025-04-19,4,7.92,764,In-store
765,358,15,2025-04-10,5,238.9,765,In-store
766,273,8,2025-03-29,3,108.57,766,In-store
767,481,10,2025-03-31,3,22.02,767,In-store
768,103,23,2025-05-10,3,29.88,768,In-store
769,999,3,2025-04-08,3,37.38,769,Online
770,711,15,2025-04-04,1,47.78,770,In-store
771,258,9,2025-04-27,5,161.85,771,In-store
772,870,11,2025-04-09,3,46.2,772,Online
773,398,21,2025-03-20,2,57.98,773,Online
774,618,20,2025-03-21,2,61.46,774,In-store
775,457,6,2025-04-25,1,24.91,775,Online
776,698,4,2025-05-16,2,24.16,776,Online
777,250,9,2025-05-13,2,64.74,777,Online
778,42,18,2025-04-01,1,9.46,778,Online
779,723,13,2025-04-06,4,11.28,779,In-store
780,642,16,2025-05-13,1,20.32,780,Online
781,748,11,2025-05-04,2,30.8,781,Online
782,925,22,2025-04-01,1,16.62,782,In-store
783,78,4,2025-04-29,5,60.4,783,In-store
784,992,11,2025-03-18,4,61.6,784,Online
785,602,13,2025-03-18,4,11.28,785,Online
786,995,22,2025-03-24,4,66.48,786,In-store
787,726,7,2025-04-05,1,25.61,787,Online
788,431,21,2025-05-02,4,115.96,788,Online
789,894,7,2025-03-24,2,51.22,789,Online
790,848,16,2025-04-03,2,40.64,790,Online
791,616,21,2025-04-19,1,28.99,791,Online
792,931,11,2025-04-23,4,61.6,792,In-store
793,443,17,2025-04-27,5,11.0,793,Online
794,167,10,2025-03-19,2,14.68,794,In-store
795,385,10,2025-05-08,3,22.02,795,Online
796,957,23,2025-04-26,2,19.92,796,Online
797,308,3,2025-04-29,3,37.38,797,Online
798,805,3,2025-04-12,2,24.92,798,Online
799,770,20,2025-05-05,5,153.65,799,In-store
800,230,12,2025-04-10,3,43.89,800,In-store
801,774,1,2025-04-03,5,12.5,801,Online
802,245,13,2025-05-15,4,11.28,802,Online
803,476,9,2025-04-12,5,161.85,803,In-store
804,311,11,2025-05-11,5,77.0,804,In-store
805,32,9,2025-05-04,2,64.74,805,In-store
806,463,18,2025-03-31,4,37.84,806,Online
807,745,18,2025-04-25,2,18.92,807,In-store
808,248,15,2025-04-04,2,95.56,808,In-store
809,33,21,2025-03-28,2,57.98,809,Online
810,705,19,2025-04-01,2,3.96,810,In-store
811,743,17,2025-04-16,2,4.4,811,In-store
812,84,20,2025-05-12,1,30.73,812,Online
813,627,0,2025-04-01,4,38.72,813,Online
814,365,0,2025-03-30,2,19.36,814,In-store
815,67,18,2025-04-14,5,47.3,815,In-store
816,605,6,2025-04-20,5,124.55,816,Online
817,840,13,2025-04-26,3,8.46,817,In-store
818,989,9,2025-03-26,5,161.85,818,Online
819,439,20,2025-03-28,4,122.92,819,In-store
820,828,19,2025-04-15,4,7.92,820,In-store
821,289,17,2025-03-25,2,4.4,821,Online
822,435,8,2025-04-17,4,144.76,822,In-store
823,471,6,2025-05-15,3,74.73,823,In-store
824,127,4,2025-05-15,2,24.16,824,Online
825,154,11,2025-04-18,5,77.0,825,In-store
826,323,18,2025-05-08,5,47.3,826,Online
827,539,7,2025-03-30,1,25.61,827,Online
828,471,2,2025-05-11,5,155.5,828,In-store
829,679,8,2025-05-12,1,36.19,829,Online
830,961,7,2025-05-14,1,25.61,830,In-store
831,412,23,2025-04-20,3,29.88,831,In-store
832,357,15,2025-04-04,3,143.34,832,Online
833,135,4,2025-05-17,2,24.16,833,Online
834,67,8,2025-04-15,5,180.95,834,Online
835,178,25,2025-04-03,4,68.0,835,Online
836,108,12,2025-04-14,5,73.15,836,In-store
837,51,7,2025-03-30,4,102.44,837,Online
838,902,5,2025-03-22,4,16.88,838,In-store
839,516,19,2025-05-03,4,7.92,839,Online
840,494,2,2025-04-08,2,62.2,840,In-store
841,656,23,2025-04-16,4,39.84,841,In-store
842,23,20,2025-04-09,3,92.19,842,Online
843,873,7,2025-04-03,4,102.44,843,Online
844,846,8,2025-05-04,5,180.95,844,Online
845,795,21,2025-03-26,1,28.99,845,In-store
846,37,14,2025-04-26,5,97.8,846,In-store
847,632,13,2025-04-12,5,14.1,847,Online
848,638,21,2025-04-21,1,28.99,848,In-store
849,700,22,2025-03-30,5,83.1,849,In-store
850,733,2,2025-04-02,3,93.3,850,Online
851,980,10,2025-04-10,4,29.36,851,In-store
852,124,22,2025-05-05,2,33.24,852,In-store
853,778,18,2025-05-01,5,47.3,853,Online
854,564,24,2025-03-28,3,53.85,854,Online
855,999,9,2025-04-10,5,161.85,855,In-store
856,104,14,2025-05-07,2,39.12,856,Online
857,782,23,2025-04-09,3,29.88,857,In-store
858,858,17,2025-05-14,1,2.2,858,Online
859,435,23,2025-05-17,3,29.88,859,In-store
860,586,2,2025-05-05,3,93.3,860,Online
861,353,2,2025-04-26,5,155.5,861,In-store
862,645,16,2025-04-01,3,60.96,862,In-store
863,888,20,2025-04-14,5,153.65,863,In-store
864,662,0,2025-04-11,2,19.36,864,In-store
865,404,4,2025-03-22,2,24.16,865,Online
866,313,10,2025-05-02,2,14.68,866,Online
867,183,6,2025-05-07,2,49.82,867,Online
868,313,11,2025-04-18,2,30.8,868,In-store
869,575,3,2025-04-27,1,12.46,869,In-store
870,766,6,2025-04-01,4,99.64,870,In-store
871,332,23,2025-03-23,3,29.88,871,Online
872,568,13,2025-04-21,3,8.46,872,In-store
873,729,3,2025-03-27,5,62.3,873,In-store
874,537,6,2025-04-12,2,49.82,874,Online
875,293,12,2025-05-09,3,43.89,875,Online
876,603,17,2025-05-11,4,8.8,876,Online
877,5,3,2025-05-17,3,37.38,877,In-store
878,422,22,2025-04-17,3,49.86,878,Online
879,677,8,2025-03-27,5,180.95,879,In-store
880,45,22,2025-03-30,2,33.24,880,Online
881,880,22,2025-05-07,5,83.1,881,In-store
882,965,24,2025-05-15,3,53.85,882,In-store
883,182,7,2025-04-05,1,25.61,883,In-store
884,322,5,2025-05-09,2,8.44,884,Online
885,586,18,2025-04-12,2,18.92,885,In-store
886,321,12,2025-05-13,1,14.63,886,Online
887,902,22,2025-04-29,4,66.48,887,In-store
888,724,10,2025-04-14,5,36.7,888,Online
889,164,0,2025-04-12,3,29.04,889,In-store
890,1,22,2025-04-27,3,49.86,890,Online
891,548,15,2025-05-12,2,95.56,891,Online
892,969,11,2025-03-24,3,46.2,892,Online
893,960,12,2025-03-30,4,58.52,893,In-store
894,373,6,2025-04-29,5,124.55,894,In-store
895,338,2,2025-05-03,4,124.4,895,In-store
896,803,3,2025-05-12,1,12.46,896,Online
897,361,17,2025-04-24,3,6.6,897,In-store
898,760,20,2025-03-19,4,122.92,898,In-store
899,640,8,2025-03-21,2,72.38,899,In-store
900,217,20,2025-04-13,5,153.65,900,In-store
901,194,1,2025-03-21,4,10.0,901,Online
902,430,22,2025-04-22,4,66.48,902,In-store
903,571,22,2025-04-11,3,49.86,903,In-store
904,518,9,2025-05-04,1,32.37,904,In-store
905,410,10,2025-04-12,3,22.02,905,In-store
906,437,19,2025-03-27,2,3.96,906,Online
907,295,5,2025-04-29,3,12.66,907,Online
908,233,25,2025-05-15,3,51.0,908,Online
909,480,11,2025-03-30,3,46.2,909,Online
910,393,5,2025-04-07,5,21.1,910,In-store
911,221,22,2025-03-24,3,49.86,911,Online
912,686,7,2025-03-25,5,128.05,912,Online
913,968,22,2025-05-16,3,49.86,913,Online
914,349,3,2025-04-17,2,24.92,914,In-store
915,481,17,2025-04-07,1,2.2,915,Online
916,236,14,2025-04-15,4,78.24,916,In-store
917,622,21,2025-04-04,2,57.98,917,In-store
918,390,0,2025-03-26,5,48.4,918,In-store
919,155,3,2025-04-23,3,37.38,919,In-store
920,246,12,2025-05-07,3,43.89,920,In-store
921,409,13,2025-03-31,2,5.64,921,In-store
922,678,11,2025-05-09,4,61.6,922,In-store
923,483,6,2025-05-17,2,49.82,923,In-store
924,370,14,2025-04-14,3,58.68,924,Online
925,34,11,2025-04-06,3,46.2,925,Online
926,979,2,2025-05-17,1,31.1,926,In-store
927,675,15,2025-04-29,3,143.34,927,In-store
928,247,13,2025-03-18,1,2.82,928,In-store
929,743,15,2025-04-26,4,191.12,929,Online
930,185,0,2025-05-02,3,29.04,930,In-store
931,1,6,2025-03-30,3,74.73,931,In-store
932,903,6,2025-03-20,4,99.64,932,In-store
933,859,23,2025-05-11,3,29.88,933,Online
934,938,9,2025-04-02,5,161.85,934,Online
935,213,16,2025-03-28,4,81.28,935,In-store
936,848,17,2025-03-28,1,2.2,936,In-store
937,724,9,2025-03-23,5,161.85,937,Online
938,835,18,2025-05-09,1,9.46,938,Online
939,895,21,2025-04-08,4,115.96,939,Online
940,880,0,2025-04-20,2,19.36,940,In-store
941,815,18,2025-05-09,5,47.3,941,Online
942,396,13,2025-04-08,5,14.1,942,Online
943,408,17,2025-05-06,1,2.2,943,In-store
944,310,4,2025-03-20,2,24.16,944,Online
945,685,5,2025-04-14,3,12.66,945,Online
946,887,4,2025-03-28,2,24.16,946,In-store
947,762,12,2025-05-13,5,73.15,947,Online
948,225,25,2025-03-20,4,68.0,948,Online
949,288,15,2025-03-23,1,47.78,949,Online
950,504,15,2025-05-15,2,95.56,950,In-store
951,764,8,2025-05-02,5,180.95,951,Online
952,802,10,2025-04-14,5,36.7,952,In-store
953,902,17,2025-04-27,2,4.4,953,In-store
954,270,16,2025-04-04,5,101.6,954,Online
955,992,5,2025-05-16,3,12.66,955,Online
956,688,24,2025-04-25,2,35.9,956,Online
957,385,15,2025-04-25,3,143.34,957,Online
958,525,15,2025-04-17,5,238.9,958,Online
959,30,13,2025-04-26,1,2.82,959,Online
960,375,25,2025-03-20,2,34.0,960,In-store
961,629,2,2025-05-04,2,62.2,961,In-store
962,671,3,2025-04-03,3,37.38,962,In-store
963,407,2,2025-04-16,1,31.1,963,Online
964,184,10,2025-04-21,3,22.02,964,In-store
965,27,3,2025-05-01,4,49.84,965,In-store
966,93,12,2025-05-03,3,43.89,966,Online
967,222,15,2025-04-19,2,95.56,967,Online
968,440,0,2025-03-26,4,38.72,968,In-store
969,810,19,2025-03-29,3,5.94,969,Online
970,990,20,2025-04-17,5,153.65,970,Online
971,823,14,2025-04-11,5,97.8,971,Online
972,404,17,2025-03-21,2,4.4,972,In-store
973,906,22,2025-04-16,3,49.86,973,Online
974,695,10,2025-04-11,1,7.34,974,In-store
975,902,8,2025-03-29,4,144.76,975,Online
976,662,5,2025-04-17,2,8.44,976,In-store
977,86,15,2025-04-30,1,47.78,977,Online
978,919,23,2025-03-28,5,49.8,978,Online
979,25,25,2025-05-08,3,51.0,979,Online
980,610,2,2025-05-02,5,155.5,980,In-store
981,178,7,2025-05-07,3,76.83,981,In-store
982,796,4,2025-03-24,2,24.16,982,Online
983,232,18,2025-04-06,1,9.46,983,Online
984,773,22,2025-04-05,2,33.24,984,Online
985,371,14,2025-03-30,4,78.24,985,Online
986,298,10,2025-04-11,4,29.36,986,Online
987,474,3,2025-04-10,5,62.3,987,In-store
988,142,16,2025-04-08,4,81.28,988,In-store
989,808,7,2025-04-14,2,51.22,989,Online
990,151,7,2025-04-05,1,25.61,990,In-store
991,305,10,2025-03-27,3,22.02,991,Online
992,381,16,2025-05-08,3,60.96,992,In-store
993,589,8,2025-04-21,1,36.19,993,Online
994,688,19,2025-03-22,3,5.94,994,In-store
995,116,18,2025-05-01,3,28.38,995,Online
996,894,8,2025-04-29,2,72.38,996,In-store
997,673,7,2025-05-17,1,25.61,997,In-store
998,863,14,2025-04-28,5,97.8,998,In-store
999,793,6,2025-03-27,5,124.55,999,In-store
1000,775,20,2025-05-07,5,153.65,1000,Online
1001,629,16,2025-04-30,1,20.32,1001,Online
1002,316,13,2025-05-04,3,8.46,1002,Online
1003,486,4,2025-04-08,4,48.32,1003,In-store
1004,924,20,2025-03-19,5,153.65,1004,In-store
1005,519,9,2025-04-30,4,129.48,1005,In-store
1006,498,5,2025-03-27,5,21.1,1006,Online
1007,945,23,2025-05-12,1,9.96,1007,In-store
1008,264,4,2025-04-06,5,60.4,1008,Online
1009,420,4,2025-03-25,2,24.16,1009,Online
1010,662,7,2025-04-12,5,128.05,1010,Online
1011,156,9,2025-04-20,1,32.37,1011,In-store
1012,311,17,2025-03-23,1,2.2,1012,In-store
1013,919,9,2025-04-03,1,32.37,1013,In-store
1014,869,20,2025-05-17,1,30.73,1014,In-store
1015,847,23,2025-05-02,2,19.92,1015,Online
1016,781,9,2025-05-17,3,97.11,1016,Online
1017,718,4,2025-04-03,4,48.32,1017,In-store
1018,475,12,2025-04-21,1,14.63,1018,In-store
1019,445,12,2025-04-04,1,14.63,1019,In-store
1020,413,11,2025-04-12,2,30.8,1020,Online
1021,85,6,2025-03-30,4,99.64,1021,Online
1022,976,22,2025-05-01,5,83.1,1022,In-store
1023,560,15,2025-05-03,5,238.9,1023,In-store
1024,894,13,2025-05-02,1,2.82,1024,Online
1025,287,4,2025-03-27,2,24.16,1025,In-store
1026,359,3,2025-03-19,2,24.92,1026,Online
1027,228,20,2025-05-01,4,122.92,1027,Online
1028,326,10,2025-05-05,1,7.34,1028,In-store
1029,949,13,2025-04-28,2,5.64,1029,Online
1030,77,23,2025-05-09,5,49.8,1030,In-store
1031,411,21,2025-05-13,2,57.98,1031,In-store
1032,668,9,2025-04-30,5,161.85,1032,Online
1033,754,17,2025-04-15,2,4.4,1033,In-store
1034,265,24,2025-04-25,1,17.95,1034,In-store
1035,449,20,2025-03-30,4,122.92,1035,In-store
1036,931,18,2025-05-14,3,28.38,1036,In-store
1037,993,0,2025-03-23,1,9.68,1037,Online
1038,348,23,2025-03-28,4,39.84,1038,Online
1039,647,14,2025-04-21,1,19.56,1039,Online
1040,915,13,2025-03-19,4,11.28,1040,In-store
1041,406,3,2025-05-03,2,24.92,1041,Online
1042,28,24,2025-03-30,5,89.75,1042,Online
1043,276,6,2025-04-26,4,99.64,1043,Online
1044,730,0,2025-04-07,2,19.36,1044,In-store
1045,291,1,2025-05-16,2,5.0,1045,In-store
1046,938,7,2025-05-06,1,25.61,1046,In-store
1047,670,18,2025-05-16,5,47.3,1047,Online
1048,600,10,2025-04-09,1,7.34,1048,In-store
1049,924,22,2025-03-25,3,49.86,1049,Online
1050,243,14,2025-04-23,4,78.24,1050,In-store
1051,366,14,2025-05-10,1,19.56,1051,In-store
1052,223,15,2025-05-09,4,191.12,1052,Online
1053,206,15,2025-03-21,2,95.56,1053,Online
1054,411,13,2025-05-15,4,11.28,1054,Online
1055,794,3,2025-04-10,5,62.3,1055,Online
1056,92,20,2025-04-09,5,153.65,1056,Online
1057,539,7,2025-04-19,5,128.05,1057,In-store
1058,265,5,2025-04-10,2,8.44,1058,Online
1059,630,14,2025-04-09,3,58.68,1059,Online
1060,802,3,2025-05-02,5,62.3,1060,In-store
1061,772,13,2025-04-06,1,2.82,1061,Online
1062,261,10,2025-04-20,5,36.7,1062,In-store
1063,424,0,2025-05-08,5,48.4,1063,Online
1064,463,21,2025-03-23,5,144.95,1064,Online
1065,281,14,2025-04-21,2,39.12,1065,In-store
1066,237,1,2025-04-21,1,2.5,1066,In-store
1067,167,14,2025-05-11,5,97.8,1067,In-store
1068,736,13,2025-05-02,5,14.1,1068,Online
1069,657,13,2025-04-05,2,5.64,1069,In-store
1070,107,1,2025-04-02,1,2.5,1070,Online
1071,819,2,2025-04-17,2,62.2,1071,In-store
1072,135,4,2025-04-27,2,24.16,1072,Online
1073,606,11,2025-04-22,1,15.4,1073,Online
1074,179,16,2025-04-17,4,81.28,1074,In-store
1075,127,11,2025-03-20,5,77.0,1075,In-store
1076,301,3,2025-04-22,3,37.38,1076,Online
1077,601,17,2025-05-01,5,11.0,1077,Online
1078,461,24,2025-05-01,1,17.95,1078,In-store
1079,98,6,2025-04-15,2,49.82,1079,Online
1080,951,14,2025-04-13,5,97.8,1080,Online
1081,649,18,2025-04-14,5,47.3,1081,In-store
1082,572,1,2025-04-06,3,7.5,1082,Online
1083,936,20,2025-04-18,1,30.73,1083,In-store
1084,4,2,2025-04-07,1,31.1,1084,In-store
1085,70,9,2025-04-14,4,129.48,1085,Online
1086,214,13,2025-04-22,2,5.64,1086,Online
1087,338,17,2025-03-25,3,6.6,1087,In-store
1088,514,17,2025-03-24,3,6.6,1088,Online
1089,775,23,2025-04-02,5,49.8,1089,Online
1090,859,22,2025-04-22,1,16.62,1090,In-store
1091,108,19,2025-04-05,3,5.94,1091,Online
1092,377,20,2025-04-25,3,92.19,1092,Online
1093,179,15,2025-04-01,2,95.56,1093,In-store
1094,993,19,2025-04-13,1,1.98,1094,In-store
1095,965,12,2025-04-16,2,29.26,1095,In-store
1096,471,23,2025-04-24,1,9.96,1096,Online
1097,18,21,2025-04-29,4,115.96,1097,Online
1098,98,4,2025-05-15,3,36.24,1098,Online
1099,536,16,2025-03-26,4,81.28,1099,In-store
1100,189,13,2025-04-19,5,14.1,1100,In-store
1101,924,17,2025-05-10,4,8.8,1101,Online
1102,846,1,2025-04-12,2,5.0,1102,In-store
1103,22,18,2025-04-01,2,18.92,1103,Online
1104,431,18,2025-03-30,1,9.46,1104,In-store
1105,746,1,2025-04-14,5,12.5,1105,In-store
1106,969,15,2025-05-10,1,47.78,1106,Online
1107,497,2,2025-05-13,2,62.2,1107,Online
1108,619,3,2025-04-09,4,49.84,1108,In-store
1109,956,10,2025-04-03,2,14.68,1109,Online
1110,502,18,2025-05-01,5,47.3,1110,In-store
1111,616,24,2025-03-19,4,71.8,1111,In-store
1112,113,21,2025-04-16,4,115.96,1112,Online
1113,61,12,2025-04-22,1,14.63,1113,Online
1114,255,1,2025-04-28,5,12.5,1114,Online
1115,648,18,2025-04-19,3,28.38,1115,In-store
1116,764,9,2025-05-04,4,129.48,1116,Online
1117,50,3,2025-03-24,5,62.3,1117,In-store
1118,543,9,2025-04-08,4,129.48,1118,Online
1119,307,10,2025-04-13,2,14.68,1119,Online
1120,37,18,2025-04-03,4,37.84,1120,In-store
1121,658,19,2025-05-03,2,3.96,1121,Online
1122,450,22,2025-04-06,1,16.62,1122,Online
1123,187,18,2025-04-04,4,37.84,1123,Online
1124,838,18,2025-03-24,5,47.3,1124,Online
1125,156,14,2025-04-29,1,19.56,1125,Online
1126,937,16,2025-04-29,3,60.96,1126,Online
1127,300,6,2025-05-05,4,99.64,1127,Online
