customer_id,gender,age,marital_status,occupation,location,first_purchase_date,preferred_payment
445,Female,50,Single,Trader,Glasgow,2024-10-10,Cash
446,Female,34,Single,Teacher,London,2025-02-03,Card
447,Male,55,Single,Analyst,Manchester,2025-02-23,Mobile Money
448,Female,63,Married,Analyst,Birmingham,2023-11-29,Mobile Money
449,Female,53,Single,Engineer,Birmingham,2024-07-25,Cash
450,Female,38,Single,Doctor,Glasgow,2025-03-07,Cash
451,Male,37,Married,Engineer,Birmingham,2024-12-15,Card
452,Male,34,Single,Doctor,Glasgow,2024-04-19,Mobile Money
453,Female,30,Single,Doctor,London,2024-10-02,Mobile Money
454,Female,21,Married,Engineer,Birmingham,2024-08-01,Cash
455,Female,39,Single,Trader,Glasgow,2025-02-09,Mobile Money
456,Male,64,Married,Trader,London,2025-02-19,Card
457,Male,24,Married,Engineer,Glasgow,2023-06-29,Card
458,Female,61,Single,Teacher,Glasgow,2024-10-25,Mobile Money
459,Male,30,Married,Engineer,Manchester,2024-06-12,Cash
460,Male,21,Married,Engineer,Birmingham,2023-10-14,Card
461,Female,26,Single,Trader,London,2024-11-03,Cash
462,Male,53,Married,Trader,Glasgow,2024-05-05,Cash
463,Female,36,Single,Analyst,London,2023-07-15,Mobile Money
464,Female,54,Married,Engineer,Birmingham,2024-12-06,Cash
465,Male,24,Married,Trader,London,2024-05-13,Cash
466,Female,46,Single,Engineer,London,2025-03-05,Card
467,Female,30,Married,Teacher,Leeds,2024-01-21,Cash
468,Male,39,Married,Trader,Glasgow,2024-11-12,Cash
469,Female,52,Single,Teacher,Manchester,2024-05-07,Card
470,Male,32,Single,Engineer,Manchester,2024-03-11,Cash
471,Male,40,Single,Trader,Manchester,2023-08-05,Cash
472,Male,64,Married,Doctor,Manchester,2024-03-27,Card
473,Male,56,Single,Doctor,Glasgow,2023-06-03,Card
474,Male,38,Married,Trader,London,2024-10-11,Mobile Money
475,Male,30,Married,Trader,Glasgow,2023-10-01,Card
476,Male,42,Married,Doctor,Birmingham,2024-12-02,Mobile Money
477,Male,40,Married,Doctor,Birmingham,2024-04-08,Card
478,Male,45,Single,Teacher,Birmingham,2023-09-01,Card
479,Female,54,Single,Engineer,Birmingham,2023-07-06,Cash
480,Female,37,Single,Teacher,Glasgow,2023-09-15,Cash
481,Male,41,Married,Doctor,Leeds,2023-11-13,Cash
482,Female,55,Married,Engineer,London,2024-02-29,Cash
483,Female,64,Married,Engineer,Birmingham,2023-08-27,Mobile Money
484,Male,29,Single,Doctor,London,2023-09-26,Cash
485,Female,29,Single,Engineer,London,2024-02-21,Cash
486,Female,21,Married,Trader,Glasgow,2024-02-20,Cash
487,Female,19,Single,Analyst,Glasgow,2024-12-09,Card
488,Female,21,Married,Engineer,Birmingham,2025-02-01,Mobile Money
489,Male,26,Married,Teacher,Glasgow,2025-03-05,Card
490,Female,46,Married,Teacher,London,2023-11-16,Card
491,Male,64,Single,Analyst,Glasgow,2023-12-18,Cash
492,Female,53,Single,Analyst,London,2025-03-30,Mobile Money
493,Female,27,Single,Doctor,Leeds,2023-06-17,Card
494,Female,60,Married,Engineer,Manchester,2024-12-15,Cash
495,Male,36,Single,Analyst,Glasgow,2024-05-31,Card
496,Male,52,Single,Doctor,Leeds,2024-03-05,Cash
497,Male,62,Single,Engineer,Manchester,2023-08-18,Card
498,Male,63,Married,Analyst,Birmingham,2025-02-06,Card
499,Female,26,Single,Trader,Birmingham,2024-07-31,Cash
500,Male,63,Married,Engineer,London,2025-03-04,Cash
501,Female,32,Single,Trader,Glasgow,2025-03-27,Mobile Money
502,Male,53,Married,Trader,Glasgow,2023-07-25,Cash
503,Male,62,Single,Teacher,London,2023-07-09,Mobile Money
504,Male,56,Single,Engineer,London,2024-12-10,Mobile Money
505,Male,31,Single,Analyst,Manchester,2024-07-26,Mobile Money
506,Female,33,Married,Teacher,London,2025-04-12,Card
507,Male,21,Married,Engineer,Leeds,2023-11-28,Mobile Money
508,Male,18,Single,Analyst,Birmingham,2023-08-27,Card
509,Male,23,Married,Teacher,Manchester,2024-08-15,Cash
510,Male,33,Single,Doctor,Birmingham,2024-03-21,Card
511,Male,51,Single,Engineer,Glasgow,2023-12-31,Cash
512,Male,63,Married,Doctor,Manchester,2024-08-09,Card
513,Male,45,Married,Doctor,Manchester,2024-05-13,Mobile Money
514,Male,50,Married,Analyst,Glasgow,2024-04-29,Card
515,Male,32,Married,Doctor,London,2024-02-09,Card
516,Female,64,Single,Doctor,London,2024-08-07,Cash
517,Male,53,Single,Analyst,Glasgow,2024-09-01,Card
518,Male,35,Married,Analyst,Glasgow,2024-03-13,Cash
519,Female,29,Married,Trader,Leeds,2024-05-06,Card
520,Female,58,Married,Engineer,Birmingham,2024-09-29,Cash
521,Female,31,Single,Trader,Manchester,2024-04-29,Mobile Money
522,Female,60,Married,Doctor,Manchester,2023-07-30,Card
523,Female,60,Single,Teacher,London,2024-07-15,Card
524,Female,61,Married,Doctor,Glasgow,2024-09-12,Card
525,Female,44,Married,Trader,Leeds,2023-11-11,Card
526,Female,21,Married,Engineer,Glasgow,2023-05-20,Cash
527,Female,33,Single,Engineer,Birmingham,2024-01-23,Card
528,Male,36,Married,Teacher,Glasgow,2025-03-19,Mobile Money
529,Female,44,Single,Trader,Glasgow,2023-05-22,Mobile Money
530,Male,50,Single,Doctor,London,2024-10-26,Mobile Money
531,Male,34,Married,Analyst,London,2024-09-29,Mobile Money
532,Male,61,Single,Doctor,London,2024-11-18,Mobile Money
533,Male,27,Single,Teacher,Glasgow,2024-02-15,Cash
534,Male,27,Single,Engineer,Leeds,2023-09-22,Mobile Money
535,Male,29,Married,Teacher,London,2025-01-03,Card
536,Female,65,Married,Analyst,Birmingham,2025-03-21,Card
537,Male,64,Married,Analyst,Glasgow,2025-01-14,Mobile Money
538,Male,38,Married,Teacher,Birmingham,2024-08-08,Cash
539,Male,46,Married,Analyst,Glasgow,2025-03-09,Card
540,Male,49,Married,Doctor,London,2023-10-06,Cash
541,Female,57,Single,Engineer,Manchester,2024-09-22,Card
542,Male,46,Married,Engineer,Manchester,2024-02-12,Cash
543,Male,50,Married,Analyst,Glasgow,2023-06-11,Card
544,Male,41,Single,Engineer,London,2024-07-04,Card
545,Female,31,Married,Analyst,Leeds,2023-08-25,Cash
546,Male,59,Married,Analyst,Glasgow,2024-07-16,Mobile Money
547,Female,38,Married,Teacher,Leeds,2024-06-27,Card
548,Female,19,Single,Teacher,Manchester,2023-10-28,Mobile Money
549,Male,57,Married,Analyst,Birmingham,2024-02-07,Cash
550,Female,25,Married,Teacher,Glasgow,2024-07-16,Cash
551,Female,51,Single,Doctor,London,2024-02-26,Card
552,Female,40,Single,Trader,Leeds,2025-02-07,Mobile Money
553,Male,62,Single,Analyst,Leeds,2025-03-11,Cash
554,Female,21,Single,Analyst,London,2023-07-22,Cash
555,Male,18,Single,Doctor,London,2023-09-15,Card
556,Female,60,Married,Analyst,Leeds,2024-05-17,Cash
557,Female,20,Single,Teacher,Glasgow,2024-05-01,Card
558,Female,24,Single,Analyst,Leeds,2025-03-26,Mobile Money
559,Female,26,Married,Doctor,Glasgow,2025-04-10,Mobile Money
560,Male,18,Single,Engineer,London,2024-01-11,Mobile Money
561,Female,29,Single,Teacher,Glasgow,2024-12-14,Card
562,Male,61,Single,Trader,Birmingham,2023-11-30,Card
563,Male,23,Single,Analyst,Birmingham,2023-09-18,Card
564,Female,30,Married,Engineer,Leeds,2023-07-02,Mobile Money
565,Female,27,Single,Teacher,Glasgow,2023-06-10,Cash
566,Male,31,Single,Doctor,Manchester,2024-12-13,Mobile Money
567,Male,30,Single,Trader,Manchester,2024-02-26,Card
568,Female,25,Married,Doctor,Glasgow,2024-09-18,Mobile Money
569,Male,27,Married,Trader,Manchester,2024-06-12,Mobile Money
570,Male,31,Married,Teacher,London,2024-07-31,Mobile Money
571,Female,49,Married,Teacher,Glasgow,2024-08-05,Card
572,Female,34,Married,Trader,Birmingham,2023-05-18,Card
573,Male,24,Married,Trader,Leeds,2023-09-15,Cash
574,Male,39,Single,Doctor,Manchester,2023-11-15,Card
575,Female,25,Married,Engineer,Birmingham,2024-04-13,Cash
576,Female,64,Married,Analyst,Leeds,2024-02-02,Mobile Money
577,Male,19,Single,Engineer,Manchester,2025-03-18,Cash
578,Female,29,Single,Analyst,Manchester,2023-05-31,Cash
579,Female,29,Single,Teacher,Leeds,2023-12-13,Mobile Money
580,Female,21,Married,Analyst,London,2024-09-18,Mobile Money
581,Female,27,Single,Trader,Manchester,2025-01-03,Cash
582,Female,20,Married,Teacher,Leeds,2023-09-03,Card
583,Male,45,Single,Doctor,Birmingham,2023-07-10,Mobile Money
584,Female,31,Single,Trader,London,2024-07-08,Mobile Money
585,Male,56,Single,Engineer,Leeds,2023-09-17,Card
586,Female,37,Married,Analyst,Leeds,2024-11-11,Mobile Money
587,Male,25,Single,Engineer,Birmingham,2024-03-21,Card
588,Female,42,Married,Doctor,Leeds,2024-01-20,Mobile Money
589,Female,51,Single,Engineer,London,2023-12-04,Card
590,Female,65,Married,Teacher,Birmingham,2024-04-25,Mobile Money
591,Male,36,Married,Trader,Manchester,2023-10-02,Mobile Money
592,Male,47,Married,Trader,London,2023-05-18,Cash
593,Male,36,Single,Engineer,Leeds,2024-09-08,Cash
594,Female,20,Married,Engineer,Glasgow,2023-08-23,Mobile Money
595,Female,54,Married,Engineer,Birmingham,2023-08-22,Card
596,Female,62,Single,Trader,Birmingham,2023-10-17,Cash
597,Female,54,Married,Engineer,Manchester,2024-09-29,Card
598,Male,55,Single,Engineer,Leeds,2024-04-07,Card
599,Male,58,Single,Analyst,Birmingham,2024-10-07,Mobile Money
600,Female,23,Single,Doctor,London,2023-10-10,Card
601,Female,20,Single,Analyst,Manchester,2023-07-26,Mobile Money
602,Female,32,Married,Doctor,Birmingham,2024-02-15,Card
603,Male,64,Married,Trader,Leeds,2023-08-09,Mobile Money
604,Female,57,Single,Analyst,Glasgow,2025-04-06,Mobile Money
605,Male,62,Married,Doctor,Birmingham,2024-05-21,Card
606,Female,51,Single,Analyst,Leeds,2024-10-04,Card
607,Female,39,Married,Engineer,Birmingham,2024-06-15,Card
608,Female,61,Single,Engineer,London,2024-07-14,Cash
609,Female,45,Single,Teacher,London,2023-12-09,Card
610,Female,39,Single,Analyst,Glasgow,2025-02-06,Card
611,Female,22,Married,Trader,Birmingham,2024-08-06,Card
612,Female,25,Single,Engineer,Leeds,2024-07-13,Mobile Money
613,Male,45,Single,Engineer,London,2024-03-01,Card
614,Female,47,Married,Teacher,Leeds,2023-12-11,Card
615,Female,45,Single,Doctor,Manchester,2025-03-08,Cash
616,Female,24,Married,Teacher,Leeds,2024-08-09,Mobile Money
617,Female,57,Married,Trader,Birmingham,2024-01-05,Cash
618,Female,25,Single,Analyst,Glasgow,2024-10-03,Cash
619,Female,20,Single,Trader,Leeds,2023-07-18,Mobile Money
620,Female,55,Married,Teacher,Leeds,2024-05-11,Mobile Money
621,Female,59,Single,Teacher,Leeds,2023-09-16,Card
622,Female,39,Single,Doctor,Birmingham,2025-02-20,Cash
623,Female,20,Single,Doctor,Glasgow,2025-01-19,Card
624,Male,62,Married,Teacher,Glasgow,2025-04-10,Cash
625,Male,20,Married,Teacher,London,2024-08-10,Mobile Money
626,Female,48,Married,Teacher,Glasgow,2023-11-24,Card
627,Female,24,Married,Engineer,London,2024-03-01,Cash
628,Female,59,Single,Analyst,Manchester,2024-09-21,Cash
629,Female,52,Single,Doctor,London,2024-05-17,Card
630,Male,21,Married,Analyst,Leeds,2025-02-18,Card
631,Male,28,Single,Analyst,London,2023-12-10,Mobile Money
632,Female,54,Married,Trader,London,2024-05-22,Cash
633,Male,46,Single,Engineer,London,2025-02-20,Cash
634,Female,24,Single,Analyst,London,2024-10-06,Cash
635,Female,54,Married,Doctor,Leeds,2024-04-24,Cash
636,Female,36,Married,Trader,Glasgow,2023-07-29,Cash
637,Male,59,Married,Analyst,London,2024-03-03,Card
638,Male,49,Married,Analyst,Manchester,2023-10-09,Cash
639,Female,22,Married,Analyst,Birmingham,2023-09-27,Cash
640,Male,52,Married,Engineer,Leeds,2025-01-15,Mobile Money
641,Female,54,Married,Teacher,Glasgow,2024-08-18,Card
642,Female,63,Single,Analyst,Birmingham,2023-05-20,Card
643,Male,58,Married,Analyst,Birmingham,2024-07-13,Card
644,Female,36,Married,Analyst,Glasgow,2025-02-13,Mobile Money
645,Male,25,Single,Engineer,Leeds,2023-08-12,Cash
646,Female,43,Single,Teacher,Birmingham,2024-11-16,Card
647,Female,34,Married,Teacher,London,2023-08-01,Cash
648,Male,31,Single,Engineer,London,2023-12-18,Mobile Money
649,Male,53,Married,Teacher,Glasgow,2023-11-22,Cash
650,Male,59,Single,Analyst,Leeds,2025-01-17,Cash
651,Male,41,Single,Analyst,London,2023-10-28,Card
652,Male,55,Single,Teacher,Leeds,2025-04-04,Card
653,Female,64,Married,Teacher,Manchester,2024-12-24,Cash
654,Male,61,Single,Engineer,Glasgow,2024-06-29,Mobile Money
655,Female,48,Single,Teacher,Manchester,2023-12-24,Cash
656,Female,30,Married,Trader,London,2024-11-21,Mobile Money
657,Male,26,Single,Teacher,Manchester,2025-01-18,Card
658,Male,35,Single,Doctor,London,2024-07-15,Card
659,Female,54,Married,Trader,London,2023-10-12,Mobile Money
660,Female,22,Single,Trader,London,2023-10-14,Cash
661,Male,42,Single,Analyst,Glasgow,2024-09-13,Mobile Money
662,Female,31,Married,Analyst,Manchester,2025-03-30,Card
663,Female,19,Married,Trader,Manchester,2023-07-30,Cash
664,Female,23,Married,Engineer,Manchester,2024-10-24,Cash
665,Male,30,Married,Teacher,Manchester,2023-09-12,Card
666,Male,64,Married,Trader,Leeds,2024-10-09,Cash
667,Female,59,Single,Engineer,London,2024-02-25,Mobile Money
668,Female,61,Single,Engineer,London,2023-10-04,Card
669,Female,63,Single,Teacher,London,2025-01-10,Mobile Money
670,Male,41,Married,Engineer,Glasgow,2024-06-05,Cash
671,Male,54,Single,Analyst,Manchester,2024-02-02,Mobile Money
672,Female,23,Married,Analyst,Leeds,2023-11-03,Mobile Money
673,Male,52,Single,Doctor,Manchester,2023-11-24,Cash
674,Male,51,Single,Engineer,Leeds,2024-10-03,Card
675,Male,44,Married,Doctor,Leeds,2024-08-28,Card
676,Female,41,Married,Teacher,Leeds,2024-05-30,Cash
677,Female,32,Married,Engineer,Glasgow,2024-12-27,Mobile Money
678,Female,30,Single,Teacher,London,2025-02-26,Cash
679,Female,29,Married,Analyst,London,2024-12-02,Card
680,Female,43,Married,Doctor,London,2024-01-27,Mobile Money
681,Female,30,Single,Doctor,Glasgow,2024-06-15,Mobile Money
682,Female,63,Married,Analyst,Leeds,2023-09-04,Mobile Money
683,Female,50,Married,Teacher,Glasgow,2023-12-10,Cash
684,Female,19,Single,Teacher,Birmingham,2024-10-09,Card
685,Female,65,Single,Trader,Glasgow,2023-11-08,Cash
686,Female,35,Single,Doctor,London,2024-04-02,Mobile Money
687,Female,53,Single,Trader,Leeds,2024-11-17,Card
688,Female,37,Single,Trader,Leeds,2024-04-09,Mobile Money
689,Female,57,Single,Engineer,Glasgow,2024-08-08,Cash
690,Female,50,Married,Doctor,Manchester,2024-05-15,Cash
691,Female,42,Single,Teacher,Glasgow,2023-11-26,Card
692,Male,45,Married,Engineer,Glasgow,2023-12-26,Cash
693,Male,21,Married,Doctor,London,2025-03-16,Mobile Money
694,Female,23,Single,Engineer,London,2023-07-04,Cash
695,Male,29,Single,Engineer,Glasgow,2024-11-06,Mobile Money
696,Female,65,Married,Doctor,Leeds,2024-02-06,Card
697,Male,65,Single,Teacher,Birmingham,2024-01-19,Card
698,Male,47,Married,Teacher,Birmingham,2024-11-25,Mobile Money
699,Female,25,Married,Doctor,Birmingham,2025-01-13,Mobile Money
700,Female,46,Single,Teacher,London,2024-07-27,Mobile Money
701,Female,22,Married,Doctor,Leeds,2024-01-12,Mobile Money
702,Male,42,Single,Doctor,Birmingham,2025-04-06,Card
703,Male,41,Married,Doctor,Birmingham,2025-01-31,Cash
704,Male,62,Single,Engineer,Leeds,2024-07-30,Card
705,Male,38,Married,Trader,Birmingham,2024-09-27,Card
706,Male,21,Single,Analyst,Leeds,2024-10-05,Mobile Money
707,Male,43,Married,Engineer,Birmingham,2025-02-07,Cash
708,Female,25,Single,Teacher,Birmingham,2024-09-11,Cash
709,Male,52,Married,Engineer,Leeds,2025-01-20,Cash
710,Male,22,Married,Analyst,London,2024-07-30,Card
711,Female,64,Married,Engineer,Glasgow,2024-06-04,Cash
712,Female,24,Single,Engineer,Leeds,2023-10-30,Mobile Money
713,Male,57,Married,Analyst,Manchester,2024-07-25,Mobile Money
714,Male,40,Married,Engineer,London,2023-12-02,Card
715,Female,43,Married,Doctor,Manchester,2024-09-02,Card
716,Male,38,Married,Teacher,Glasgow,2024-10-02,Mobile Money
717,Female,29,Married,Analyst,Leeds,2024-08-14,Card
718,Male,33,Married,Teacher,Manchester,2024-09-26,Mobile Money
719,Male,56,Single,Analyst,Manchester,2024-10-26,Card
720,Female,25,Married,Trader,Birmingham,2024-02-19,Card
721,Male,20,Married,Teacher,Leeds,2024-11-06,Mobile Money
722,Female,21,Single,Analyst,Manchester,2024-11-13,Card
723,Male,42,Single,Teacher,Birmingham,2025-02-20,Mobile Money
724,Female,57,Single,Teacher,Glasgow,2024-08-06,Cash
725,Female,59,Married,Analyst,London,2025-02-25,Cash
726,Female,33,Single,Analyst,London,2024-03-26,Mobile Money
727,Female,58,Married,Teacher,London,2023-05-18,Card
728,Male,37,Married,Engineer,Manchester,2024-01-06,Cash
729,Male,54,Single,Teacher,Glasgow,2024-02-11,Cash
730,Male,59,Married,Engineer,Glasgow,2023-08-31,Card
731,Female,46,Married,Teacher,Birmingham,2024-06-18,Cash
732,Male,52,Married,Engineer,London,2024-01-20,Card
733,Female,30,Married,Engineer,Birmingham,2024-01-11,Card
734,Male,59,Single,Teacher,London,2024-09-16,Cash
735,Male,59,Married,Doctor,Manchester,2024-10-20,Card
736,Male,52,Married,Teacher,Glasgow,2024-02-22,Cash
737,Female,53,Married,Analyst,Birmingham,2025-03-24,Card
738,Male,60,Married,Doctor,Glasgow,2025-02-08,Card
739,Male,55,Single,Teacher,Manchester,2024-10-04,Mobile Money
740,Male,49,Single,Trader,Glasgow,2023-09-28,Mobile Money
741,Male,49,Single,Trader,London,2024-08-08,Mobile Money
742,Male,51,Single,Doctor,Glasgow,2025-02-24,Card
743,Female,23,Single,Analyst,Manchester,2023-06-13,Cash
744,Female,44,Married,Trader,Glasgow,2024-08-03,Mobile Money
745,Male,45,Married,Doctor,Glasgow,2025-01-26,Mobile Money
746,Female,35,Married,Analyst,Birmingham,2024-05-04,Cash
747,Female,63,Married,Doctor,Manchester,2025-02-25,Mobile Money
748,Male,44,Single,Engineer,Glasgow,2024-05-31,Card
749,Female,62,Single,Engineer,London,2024-09-30,Cash
750,Male,28,Married,Trader,Manchester,2024-08-15,Mobile Money
751,Female,18,Single,Doctor,Manchester,2023-10-05,Mobile Money
752,Male,24,Single,Teacher,Glasgow,2024-12-11,Card
753,Female,32,Married,Doctor,London,2023-06-28,Card
754,Female,52,Single,Trader,Leeds,2024-12-22,Cash
755,Female,51,Single,Trader,Manchester,2023-12-22,Cash
756,Female,65,Single,Trader,London,2023-10-03,Card
757,Female,52,Married,Engineer,Leeds,2023-08-03,Cash
758,Male,65,Single,Trader,London,2024-06-12,Card
759,Male,28,Married,Teacher,Birmingham,2024-07-05,Card
760,Female,60,Married,Doctor,Manchester,2024-06-20,Card
761,Female,38,Married,Analyst,Birmingham,2023-08-20,Card
762,Female,31,Single,Engineer,London,2025-01-29,Card
763,Male,32,Single,Doctor,Birmingham,2024-08-14,Cash
764,Female,34,Single,Engineer,London,2024-02-01,Mobile Money
765,Male,52,Single,Teacher,Leeds,2025-03-07,Cash
766,Male,38,Single,Analyst,Birmingham,2023-10-05,Mobile Money
767,Female,42,Single,Analyst,Manchester,2023-09-12,Mobile Money
768,Male,65,Married,Analyst,Leeds,2024-05-06,Mobile Money
769,Female,59,Married,Trader,London,2023-10-10,Mobile Money
770,Male,40,Married,Teacher,Glasgow,2023-07-30,Card
771,Male,47,Single,Trader,Manchester,2024-06-22,Card
772,Female,46,Single,Doctor,Glasgow,2024-11-22,Cash
773,Male,59,Single,Trader,Manchester,2024-01-23,Cash
774,Female,50,Married,Trader,Birmingham,2024-11-14,Card
775,Female,51,Married,Doctor,London,2024-12-30,Card
776,Male,41,Married,Engineer,Leeds,2025-04-06,Mobile Money
777,Male,51,Single,Trader,Birmingham,2024-08-26,Cash
778,Male,52,Married,Trader,Birmingham,2024-04-08,Cash
779,Female,38,Married,Trader,London,2024-06-05,Cash
780,Male,50,Married,Engineer,Manchester,2023-12-25,Card
781,Female,43,Married,Teacher,Birmingham,2024-07-31,Cash
782,Female,60,Married,Doctor,London,2024-10-27,Mobile Money
783,Female,29,Married,Teacher,Leeds,2023-10-08,Cash
784,Female,59,Single,Analyst,Manchester,2024-06-05,Mobile Money
785,Male,53,Married,Trader,Manchester,2024-03-08,Card
786,Male,62,Married,Doctor,London,2024-07-18,Card
787,Female,35,Single,Engineer,London,2023-12-08,Card
788,Female,18,Married,Analyst,London,2025-02-12,Card
789,Female,36,Single,Teacher,Birmingham,2023-06-14,Cash
790,Male,52,Married,Teacher,Manchester,2024-02-11,Cash
791,Female,48,Single,Doctor,London,2024-07-18,Cash
792,Female,32,Married,Analyst,Leeds,2025-04-02,Card
793,Male,61,Single,Engineer,London,2023-09-19,Cash
794,Female,27,Married,Teacher,London,2023-10-14,Mobile Money
795,Female,32,Married,Teacher,Leeds,2024-12-04,Mobile Money
796,Male,32,Married,Doctor,Glasgow,2023-07-18,Card
797,Female,44,Single,Teacher,Birmingham,2023-10-11,Mobile Money
798,Female,63,Married,Engineer,Leeds,2023-06-10,Cash
799,Male,59,Married,Doctor,Glasgow,2023-11-29,Card
800,Male,65,Single,Trader,Leeds,2024-12-13,Cash
801,Female,56,Married,Teacher,Manchester,2025-03-29,Mobile Money
802,Male,54,Single,Engineer,Glasgow,2024-09-21,Mobile Money
803,Female,40,Single,Teacher,Manchester,2024-02-20,Cash
804,Male,41,Single,Doctor,Manchester,2023-12-03,Cash
805,Female,25,Married,Analyst,London,2024-03-16,Card
806,Female,27,Married,Doctor,Glasgow,2025-02-05,Card
807,Male,58,Single,Engineer,London,2024-04-01,Mobile Money
808,Male,51,Married,Analyst,Birmingham,2024-07-24,Mobile Money
809,Male,59,Married,Trader,Glasgow,2023-10-23,Cash
810,Male,36,Single,Teacher,Birmingham,2024-08-12,Mobile Money
811,Male,50,Married,Engineer,Manchester,2023-05-30,Cash
812,Female,25,Married,Analyst,Glasgow,2023-11-08,Cash
813,Male,63,Married,Engineer,London,2023-10-13,Mobile Money
814,Female,36,Single,Teacher,Birmingham,2025-01-25,Card
815,Female,58,Single,Doctor,Manchester,2023-09-08,Mobile Money
816,Male,41,Married,Doctor,Manchester,2024-02-26,Mobile Money
817,Male,43,Married,Engineer,Glasgow,2023-11-06,Card
818,Female,32,Single,Teacher,Leeds,2023-06-15,Mobile Money
819,Female,33,Married,Teacher,Leeds,2025-03-03,Cash
820,Male,58,Married,Engineer,Glasgow,2024-04-14,Mobile Money
821,Female,52,Married,Trader,Leeds,2025-01-31,Mobile Money
822,Female,61,Married,Engineer,Manchester,2023-07-25,Cash
823,Male,55,Single,Doctor,Glasgow,2024-03-14,Card
824,Female,18,Married,Trader,Glasgow,2024-10-26,Card
825,Male,64,Married,Teacher,Glasgow,2024-07-31,Cash
826,Female,18,Married,Teacher,Glasgow,2024-03-01,Mobile Money
827,Female,62,Married,Trader,Leeds,2024-11-11,Cash
828,Female,44,Married,Teacher,Birmingham,2024-03-27,Cash
829,Male,50,Single,Doctor,Glasgow,2024-04-09,Mobile Money
830,Female,29,Single,Doctor,Leeds,2024-04-08,Cash
831,Male,22,Single,Doctor,Leeds,2025-03-28,Card
832,Female,61,Single,Analyst,Manchester,2024-02-22,Card
833,Female,65,Married,Analyst,Birmingham,2024-12-02,Card
834,Female,35,Single,Trader,Glasgow,2024-09-09,Mobile Money
835,Male,50,Married,Analyst,London,2023-12-08,Cash
836,Male,63,Single,Doctor,Manchester,2024-09-19,Card
837,Female,33,Married,Doctor,Manchester,2025-02-13,Card
838,Male,47,Single,Teacher,Glasgow,2023-12-16,Card
839,Male,32,Single,Teacher,Birmingham,2025-02-10,Mobile Money
840,Male,35,Married,Doctor,Leeds,2024-11-26,Cash
841,Male,55,Single,Trader,Leeds,2024-10-23,Mobile Money
842,Male,20,Married,Trader,Birmingham,2024-01-09,Cash
843,Female,20,Married,Trader,Glasgow,2025-04-13,Mobile Money
844,Female,23,Single,Analyst,Glasgow,2023-09-28,Card
845,Male,34,Single,Engineer,London,2024-08-26,Cash
846,Male,18,Single,Engineer,London,2025-01-11,Card
847,Female,36,Single,Engineer,Manchester,2024-03-28,Card
848,Female,52,Single,Doctor,London,2025-01-22,Cash
849,Male,25,Married,Analyst,London,2024-05-06,Card
850,Female,57,Married,Teacher,Birmingham,2023-08-10,Card
851,Male,41,Single,Teacher,Manchester,2024-11-12,Card
852,Male,39,Married,Trader,Manchester,2023-07-14,Mobile Money
853,Female,46,Single,Teacher,Birmingham,2023-11-07,Card
854,Female,40,Single,Trader,Manchester,2025-01-20,Mobile Money
855,Male,51,Married,Teacher,Leeds,2024-02-21,Cash
856,Female,48,Single,Teacher,Manchester,2023-09-13,Cash
857,Female,31,Single,Trader,London,2024-01-19,Card
858,Male,62,Married,Doctor,London,2024-03-19,Mobile Money
859,Male,35,Married,Trader,Birmingham,2024-03-29,Cash
860,Male,37,Single,Teacher,Birmingham,2024-07-07,Cash
861,Male,23,Single,Engineer,Glasgow,2024-03-06,Mobile Money
862,Male,45,Single,Doctor,London,2023-08-17,Mobile Money
863,Female,59,Married,Engineer,London,2024-11-09,Cash
864,Male,26,Married,Trader,Birmingham,2025-02-15,Mobile Money
865,Male,41,Single,Trader,Leeds,2024-03-20,Card
866,Female,59,Married,Engineer,Manchester,2024-03-20,Mobile Money
867,Female,30,Single,Trader,Glasgow,2024-06-23,Mobile Money
868,Female,42,Single,Trader,London,2024-06-09,Cash
869,Male,47,Single,Trader,Manchester,2024-11-11,Card
870,Female,45,Single,Teacher,Manchester,2024-05-09,Mobile Money
871,Female,57,Married,Trader,London,2024-03-20,Cash
872,Male,22,Married,Trader,London,2024-04-29,Mobile Money
873,Male,39,Single,Trader,Glasgow,2024-01-07,Card
874,Female,49,Single,Analyst,Birmingham,2025-03-12,Cash
875,Male,25,Single,Analyst,London,2025-04-08,Cash
876,Male,60,Single,Trader,Manchester,2023-05-31,Mobile Money
877,Female,35,Married,Teacher,London,2024-10-09,Cash
878,Male,39,Single,Trader,Manchester,2024-07-31,Mobile Money
879,Female,59,Married,Trader,Leeds,2023-09-05,Mobile Money
880,Female,33,Married,Doctor,Birmingham,2024-08-14,Mobile Money
881,Female,40,Single,Doctor,Birmingham,2025-03-05,Mobile Money
882,Female,40,Single,Teacher,Glasgow,2024-05-17,Card
883,Female,55,Single,Teacher,Leeds,2025-02-17,Card
884,Female,50,Single,Engineer,London,2024-10-04,Mobile Money
885,Male,22,Single,Engineer,Glasgow,2024-08-10,Cash
886,Male,32,Single,Analyst,London,2023-06-05,Cash
887,Female,28,Married,Analyst,Manchester,2024-10-20,Card
888,Female,36,Single,Doctor,Birmingham,2024-04-15,Card
889,Male,57,Single,Analyst,London,2023-06-07,Card
890,Male,42,Single,Analyst,Glasgow,2023-09-30,Card
891,Female,18,Single,Trader,Birmingham,2024-09-17,Cash
892,Male,40,Single,Engineer,London,2023-10-19,Card
893,Male,23,Married,Trader,Leeds,2023-10-28,Card
