payment_id,payment_date,payment_time,amount,payment_method,card_type,issuer_country,payment_channel,avs_response,cvv_response,three_ds_response,auth_response,merchant_name
698,2025-03-20,12:00:47,2.82,Cash,Debit,US,POS,N,N,Y,Declined,Merchant_16
699,2025-04-05,12:00:47,46.2,Card,Debit,UK,Web,N,N,Y,Declined,Merchant_2
700,2025-04-12,12:00:47,83.1,Mobile Money,Debit,UK,Mobile App,Y,M,Y,Declined,Merchant_21
701,2025-04-20,12:00:47,14.68,Mobile Money,Credit,UK,Web,N,M,Y,Declined,Merchant_8
702,2025-05-12,12:00:47,68.0,Cash,Debit,NG,POS,U,M,Y,Approved,Merchant_2
703,2025-05-16,12:00:47,29.36,Mobile Money,Debit,NG,Web,N,M,Y,Approved,Merchant_19
704,2025-05-10,12:00:47,9.46,Card,Debit,NG,Web,N,N,N,Declined,Merchant_3
705,2025-05-08,12:00:47,49.86,Card,Credit,US,Web,U,N,Y,Declined,Merchant_13
706,2025-03-29,12:00:47,129.48,Card,Credit,NG,Web,Y,N,N,Declined,Merchant_33
707,2025-03-31,12:00:47,3.96,Card,Debit,UK,Mobile App,Y,M,N,Declined,Merchant_6
708,2025-05-04,12:00:47,39.84,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_39
709,2025-04-16,12:00:47,85.0,Mobile Money,Credit,US,Web,N,M,N,Declined,Merchant_8
710,2025-04-18,12:00:47,16.88,Card,Debit,NG,POS,U,N,N,Declined,Merchant_3
711,2025-04-09,12:00:47,124.4,Card,Credit,UK,Mobile App,N,N,Y,Approved,Merchant_18
712,2025-05-14,12:00:47,49.86,Card,Credit,NG,Web,N,N,N,Declined,Merchant_28
713,2025-04-21,12:00:47,89.75,Mobile Money,Credit,NG,Mobile App,U,M,Y,Declined,Merchant_16
714,2025-04-15,12:00:47,64.74,Cash,Credit,UK,Mobile App,U,M,N,Declined,Merchant_12
715,2025-05-05,12:00:47,8.46,Mobile Money,Debit,UK,Mobile App,U,M,N,Declined,Merchant_48
716,2025-05-02,12:00:47,46.2,Card,Debit,UK,Web,U,N,Y,Declined,Merchant_13
717,2025-05-17,12:00:47,48.32,Mobile Money,Debit,UK,POS,Y,M,Y,Approved,Merchant_25
718,2025-05-02,12:00:47,61.46,Cash,Credit,UK,Mobile App,Y,M,N,Approved,Merchant_15
719,2025-03-27,12:00:47,4.22,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_39
720,2025-05-06,12:00:47,28.38,Cash,Credit,US,Mobile App,Y,M,N,Declined,Merchant_46
721,2025-05-04,12:00:47,36.19,Mobile Money,Debit,US,Web,Y,N,N,Declined,Merchant_23
722,2025-04-06,12:00:47,39.12,Cash,Debit,US,Mobile App,N,N,Y,Approved,Merchant_14
723,2025-04-02,12:00:47,35.9,Mobile Money,Credit,NG,Web,N,M,N,Declined,Merchant_4
724,2025-04-04,12:00:47,95.56,Mobile Money,Credit,UK,Web,N,M,Y,Approved,Merchant_22
725,2025-05-10,12:00:47,238.9,Cash,Credit,UK,POS,N,N,N,Declined,Merchant_36
726,2025-04-18,12:00:47,35.9,Card,Credit,US,Mobile App,Y,N,N,Approved,Merchant_25
727,2025-05-07,12:00:47,124.55,Mobile Money,Credit,NG,Web,Y,M,N,Declined,Merchant_47
728,2025-04-17,12:00:47,60.96,Mobile Money,Debit,NG,Web,N,N,N,Declined,Merchant_4
729,2025-03-20,12:00:47,36.7,Mobile Money,Credit,NG,POS,U,N,Y,Approved,Merchant_22
730,2025-03-30,12:00:47,12.46,Card,Credit,US,Web,U,N,N,Approved,Merchant_21
731,2025-04-02,12:00:47,20.32,Card,Credit,NG,Web,U,N,Y,Approved,Merchant_39
732,2025-04-16,12:00:47,30.73,Card,Debit,UK,Mobile App,N,N,Y,Approved,Merchant_12
733,2025-04-15,12:00:47,5.0,Mobile Money,Debit,NG,Mobile App,U,N,Y,Approved,Merchant_2
734,2025-03-22,12:00:47,36.24,Mobile Money,Debit,NG,Web,Y,M,Y,Declined,Merchant_3
735,2025-05-15,12:00:47,17.95,Mobile Money,Credit,UK,Web,N,M,N,Approved,Merchant_7
736,2025-04-03,12:00:47,6.6,Mobile Money,Credit,US,Web,Y,N,N,Declined,Merchant_8
737,2025-05-16,12:00:47,16.62,Card,Credit,NG,Web,Y,N,Y,Declined,Merchant_4
738,2025-04-17,12:00:47,95.56,Card,Credit,UK,Web,N,N,Y,Declined,Merchant_16
739,2025-05-11,12:00:47,129.48,Card,Debit,US,POS,Y,N,N,Declined,Merchant_40
740,2025-05-10,12:00:47,8.46,Card,Debit,NG,Web,N,N,N,Declined,Merchant_2
741,2025-04-30,12:00:47,144.76,Mobile Money,Credit,US,POS,U,M,Y,Approved,Merchant_30
742,2025-05-11,12:00:47,93.3,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_39
743,2025-04-13,12:00:47,14.63,Card,Credit,NG,Web,Y,M,N,Approved,Merchant_46
744,2025-04-05,12:00:47,60.4,Mobile Money,Credit,US,Web,U,N,Y,Approved,Merchant_32
745,2025-05-04,12:00:47,64.74,Card,Credit,NG,Web,N,N,N,Approved,Merchant_4
746,2025-04-14,12:00:47,10.0,Card,Credit,US,Web,Y,M,Y,Approved,Merchant_23
747,2025-04-08,12:00:47,12.5,Mobile Money,Credit,US,Web,Y,N,N,Approved,Merchant_10
748,2025-04-10,12:00:47,161.85,Mobile Money,Credit,US,Web,U,M,Y,Approved,Merchant_40
749,2025-04-23,12:00:47,7.34,Card,Debit,NG,Web,Y,N,Y,Approved,Merchant_42
750,2025-04-01,12:00:47,4.4,Card,Credit,UK,Web,U,N,Y,Approved,Merchant_14
751,2025-05-10,12:00:47,38.72,Card,Debit,US,Web,Y,N,N,Approved,Merchant_4
752,2025-05-15,12:00:47,97.11,Mobile Money,Credit,NG,Web,N,M,Y,Declined,Merchant_28
753,2025-04-08,12:00:47,85.0,Card,Debit,UK,POS,U,M,N,Approved,Merchant_31
754,2025-03-18,12:00:47,30.8,Card,Credit,NG,Web,N,N,N,Declined,Merchant_23
755,2025-04-18,12:00:47,92.19,Mobile Money,Debit,NG,Web,U,M,Y,Declined,Merchant_36
756,2025-05-04,12:00:47,57.98,Mobile Money,Debit,NG,Web,Y,M,Y,Approved,Merchant_44
757,2025-04-30,12:00:47,6.6,Card,Debit,UK,Web,U,N,N,Approved,Merchant_28
758,2025-04-28,12:00:47,153.65,Mobile Money,Debit,UK,Web,Y,N,Y,Declined,Merchant_24
759,2025-05-12,12:00:47,37.38,Mobile Money,Credit,UK,POS,N,N,N,Approved,Merchant_42
760,2025-04-04,12:00:47,89.75,Cash,Credit,US,Mobile App,N,N,Y,Approved,Merchant_41
761,2025-04-07,12:00:47,66.48,Mobile Money,Credit,NG,Web,U,N,Y,Approved,Merchant_16
762,2025-04-29,12:00:47,7.92,Cash,Credit,UK,POS,N,M,Y,Declined,Merchant_26
763,2025-04-22,12:00:47,95.56,Cash,Debit,US,POS,U,M,Y,Approved,Merchant_12
764,2025-04-19,12:00:47,7.92,Mobile Money,Debit,US,Mobile App,Y,M,Y,Declined,Merchant_24
765,2025-04-10,12:00:47,238.9,Mobile Money,Credit,NG,POS,N,M,Y,Declined,Merchant_26
766,2025-03-29,12:00:47,108.57,Mobile Money,Debit,US,Mobile App,N,M,Y,Declined,Merchant_43
767,2025-03-31,12:00:47,22.02,Mobile Money,Credit,NG,POS,N,N,N,Declined,Merchant_43
768,2025-05-10,12:00:47,29.88,Card,Credit,NG,POS,U,M,N,Approved,Merchant_21
769,2025-04-08,12:00:47,37.38,Card,Credit,US,Web,N,M,N,Declined,Merchant_8
770,2025-04-04,12:00:47,47.78,Mobile Money,Credit,UK,POS,U,N,N,Declined,Merchant_32
771,2025-04-27,12:00:47,161.85,Mobile Money,Credit,NG,Mobile App,N,M,N,Declined,Merchant_5
772,2025-04-09,12:00:47,46.2,Mobile Money,Credit,US,Web,Y,M,Y,Declined,Merchant_15
773,2025-03-20,12:00:47,57.98,Mobile Money,Credit,NG,Web,N,N,N,Approved,Merchant_40
774,2025-03-21,12:00:47,61.46,Mobile Money,Credit,US,Mobile App,Y,N,N,Approved,Merchant_47
775,2025-04-25,12:00:47,24.91,Mobile Money,Credit,UK,Web,U,N,N,Declined,Merchant_13
776,2025-05-16,12:00:47,24.16,Mobile Money,Credit,NG,Web,N,N,Y,Approved,Merchant_26
777,2025-05-13,12:00:47,64.74,Mobile Money,Debit,US,Web,U,N,N,Approved,Merchant_42
778,2025-04-01,12:00:47,9.46,Card,Credit,NG,Web,Y,M,N,Approved,Merchant_25
779,2025-04-06,12:00:47,11.28,Mobile Money,Debit,NG,Mobile App,Y,M,Y,Declined,Merchant_32
780,2025-05-13,12:00:47,20.32,Mobile Money,Credit,US,Web,N,N,Y,Approved,Merchant_3
781,2025-05-04,12:00:47,30.8,Card,Credit,NG,Web,Y,M,Y,Declined,Merchant_38
782,2025-04-01,12:00:47,16.62,Card,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_2
783,2025-04-29,12:00:47,60.4,Card,Debit,NG,POS,Y,M,N,Declined,Merchant_37
784,2025-03-18,12:00:47,61.6,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_30
785,2025-03-18,12:00:47,11.28,Mobile Money,Credit,US,Web,U,M,Y,Declined,Merchant_43
786,2025-03-24,12:00:47,66.48,Cash,Debit,US,POS,Y,N,Y,Approved,Merchant_21
787,2025-04-05,12:00:47,25.61,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_13
788,2025-05-02,12:00:47,115.96,Card,Credit,NG,Web,U,N,N,Declined,Merchant_10
789,2025-03-24,12:00:47,51.22,Card,Credit,UK,Web,N,M,N,Approved,Merchant_14
790,2025-04-03,12:00:47,40.64,Mobile Money,Debit,UK,Web,Y,M,N,Declined,Merchant_30
791,2025-04-19,12:00:47,28.99,Card,Credit,US,Web,Y,M,Y,Approved,Merchant_50
792,2025-04-23,12:00:47,61.6,Mobile Money,Credit,US,POS,Y,M,Y,Approved,Merchant_11
793,2025-04-27,12:00:47,11.0,Card,Debit,NG,Web,N,M,N,Approved,Merchant_40
794,2025-03-19,12:00:47,14.68,Cash,Debit,UK,Mobile App,N,N,Y,Declined,Merchant_33
795,2025-05-08,12:00:47,22.02,Card,Debit,NG,Web,Y,N,N,Declined,Merchant_45
796,2025-04-26,12:00:47,19.92,Mobile Money,Credit,UK,Web,U,N,Y,Declined,Merchant_33
797,2025-04-29,12:00:47,37.38,Card,Debit,NG,Web,N,M,N,Approved,Merchant_6
798,2025-04-12,12:00:47,24.92,Mobile Money,Debit,US,Web,Y,M,Y,Declined,Merchant_39
799,2025-05-05,12:00:47,153.65,Cash,Debit,UK,POS,N,M,N,Declined,Merchant_10
800,2025-04-10,12:00:47,43.89,Mobile Money,Credit,NG,Mobile App,N,M,N,Declined,Merchant_27
801,2025-04-03,12:00:47,12.5,Mobile Money,Credit,UK,Web,U,M,Y,Declined,Merchant_8
802,2025-05-15,12:00:47,11.28,Mobile Money,Credit,NG,Web,N,M,Y,Approved,Merchant_17
803,2025-04-12,12:00:47,161.85,Card,Debit,UK,Mobile App,U,M,Y,Declined,Merchant_47
804,2025-05-11,12:00:47,77.0,Cash,Debit,NG,POS,N,N,N,Approved,Merchant_46
805,2025-05-04,12:00:47,64.74,Card,Debit,UK,POS,N,N,Y,Declined,Merchant_46
806,2025-03-31,12:00:47,37.84,Card,Credit,NG,Web,Y,M,N,Declined,Merchant_43
807,2025-04-25,12:00:47,18.92,Card,Debit,UK,Mobile App,Y,M,Y,Approved,Merchant_25
808,2025-04-04,12:00:47,95.56,Cash,Credit,UK,Mobile App,U,N,N,Approved,Merchant_48
809,2025-03-28,12:00:47,57.98,Mobile Money,Debit,NG,Web,N,N,N,Declined,Merchant_24
810,2025-04-01,12:00:47,3.96,Cash,Credit,US,POS,N,N,Y,Approved,Merchant_14
811,2025-04-16,12:00:47,4.4,Mobile Money,Credit,NG,POS,N,M,N,Declined,Merchant_14
812,2025-05-12,12:00:47,30.73,Mobile Money,Debit,NG,Web,U,M,N,Approved,Merchant_33
813,2025-04-01,12:00:47,38.72,Card,Debit,US,Web,Y,M,Y,Approved,Merchant_32
814,2025-03-30,12:00:47,19.36,Card,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_3
815,2025-04-14,12:00:47,47.3,Cash,Debit,NG,Mobile App,U,N,Y,Approved,Merchant_24
816,2025-04-20,12:00:47,124.55,Card,Debit,NG,Web,Y,M,N,Declined,Merchant_35
817,2025-04-26,12:00:47,8.46,Cash,Debit,UK,POS,U,N,N,Declined,Merchant_50
818,2025-03-26,12:00:47,161.85,Card,Credit,US,Web,Y,N,N,Approved,Merchant_46
819,2025-03-28,12:00:47,122.92,Cash,Debit,US,Mobile App,N,M,Y,Declined,Merchant_50
820,2025-04-15,12:00:47,7.92,Cash,Credit,NG,POS,N,M,N,Declined,Merchant_15
821,2025-03-25,12:00:47,4.4,Mobile Money,Debit,NG,Web,N,M,N,Approved,Merchant_2
822,2025-04-17,12:00:47,144.76,Card,Credit,NG,Mobile App,U,M,Y,Approved,Merchant_1
823,2025-05-15,12:00:47,74.73,Mobile Money,Debit,US,Mobile App,U,N,Y,Declined,Merchant_43
824,2025-05-15,12:00:47,24.16,Card,Debit,US,Web,U,N,N,Approved,Merchant_23
825,2025-04-18,12:00:47,77.0,Card,Debit,NG,POS,N,M,N,Approved,Merchant_9
826,2025-05-08,12:00:47,47.3,Card,Credit,UK,Web,Y,M,Y,Approved,Merchant_1
827,2025-03-30,12:00:47,25.61,Card,Debit,NG,Web,Y,M,N,Approved,Merchant_13
828,2025-05-11,12:00:47,155.5,Cash,Credit,US,POS,Y,M,Y,Approved,Merchant_7
829,2025-05-12,12:00:47,36.19,Card,Credit,NG,Web,N,M,N,Approved,Merchant_10
830,2025-05-14,12:00:47,25.61,Mobile Money,Credit,US,POS,Y,M,Y,Declined,Merchant_41
831,2025-04-20,12:00:47,29.88,Cash,Credit,NG,POS,Y,N,N,Approved,Merchant_38
832,2025-04-04,12:00:47,143.34,Card,Debit,UK,Web,N,M,N,Approved,Merchant_38
833,2025-05-17,12:00:47,24.16,Mobile Money,Debit,UK,Web,N,N,N,Approved,Merchant_47
834,2025-04-15,12:00:47,180.95,Card,Debit,NG,Web,Y,N,Y,Declined,Merchant_12
835,2025-04-03,12:00:47,68.0,Card,Debit,US,Web,Y,N,Y,Declined,Merchant_49
836,2025-04-14,12:00:47,73.15,Mobile Money,Debit,NG,POS,U,M,N,Approved,Merchant_50
837,2025-03-30,12:00:47,102.44,Card,Debit,NG,Web,U,M,N,Declined,Merchant_25
838,2025-03-22,12:00:47,16.88,Card,Debit,US,Mobile App,U,M,N,Declined,Merchant_24
839,2025-05-03,12:00:47,7.92,Card,Credit,UK,Web,Y,N,Y,Declined,Merchant_15
840,2025-04-08,12:00:47,62.2,Mobile Money,Debit,UK,POS,N,M,N,Declined,Merchant_20
841,2025-04-16,12:00:47,39.84,Cash,Credit,US,Mobile App,Y,N,N,Declined,Merchant_6
842,2025-04-09,12:00:47,92.19,Mobile Money,Credit,NG,Web,N,M,N,Approved,Merchant_33
843,2025-04-03,12:00:47,102.44,Card,Debit,US,Web,N,M,Y,Declined,Merchant_10
844,2025-05-04,12:00:47,180.95,Card,Debit,UK,Web,Y,M,Y,Declined,Merchant_16
845,2025-03-26,12:00:47,28.99,Card,Debit,NG,POS,N,N,Y,Approved,Merchant_11
846,2025-04-26,12:00:47,97.8,Mobile Money,Credit,UK,POS,U,M,Y,Approved,Merchant_19
847,2025-04-12,12:00:47,14.1,Mobile Money,Credit,NG,Web,N,M,Y,Declined,Merchant_29
848,2025-04-21,12:00:47,28.99,Cash,Credit,US,Mobile App,Y,M,Y,Declined,Merchant_33
849,2025-03-30,12:00:47,83.1,Card,Credit,US,POS,U,N,Y,Declined,Merchant_32
850,2025-04-02,12:00:47,93.3,Mobile Money,Debit,US,Web,N,N,Y,Approved,Merchant_5
851,2025-04-10,12:00:47,29.36,Card,Debit,UK,POS,N,N,Y,Declined,Merchant_5
852,2025-05-05,12:00:47,33.24,Mobile Money,Debit,UK,POS,Y,N,Y,Approved,Merchant_32
853,2025-05-01,12:00:47,47.3,Mobile Money,Debit,UK,Web,Y,N,Y,Approved,Merchant_43
854,2025-03-28,12:00:47,53.85,Card,Debit,NG,Web,Y,N,Y,Declined,Merchant_4
855,2025-04-10,12:00:47,161.85,Mobile Money,Credit,UK,POS,U,M,Y,Approved,Merchant_24
856,2025-05-07,12:00:47,39.12,Card,Credit,US,Web,N,N,Y,Declined,Merchant_23
857,2025-04-09,12:00:47,29.88,Mobile Money,Credit,UK,POS,Y,M,N,Declined,Merchant_25
858,2025-05-14,12:00:47,2.2,Mobile Money,Debit,US,Web,N,N,N,Approved,Merchant_9
859,2025-05-17,12:00:47,29.88,Cash,Debit,US,POS,Y,N,Y,Approved,Merchant_13
860,2025-05-05,12:00:47,93.3,Mobile Money,Credit,NG,Web,U,M,N,Approved,Merchant_43
861,2025-04-26,12:00:47,155.5,Mobile Money,Debit,NG,Mobile App,N,M,Y,Approved,Merchant_11
862,2025-04-01,12:00:47,60.96,Cash,Debit,US,Mobile App,Y,N,N,Declined,Merchant_23
863,2025-04-14,12:00:47,153.65,Mobile Money,Credit,US,POS,U,N,N,Declined,Merchant_18
864,2025-04-11,12:00:47,19.36,Card,Debit,US,POS,N,N,Y,Declined,Merchant_37
865,2025-03-22,12:00:47,24.16,Mobile Money,Credit,UK,Web,Y,M,N,Approved,Merchant_35
866,2025-05-02,12:00:47,14.68,Card,Credit,NG,Web,N,N,N,Approved,Merchant_12
867,2025-05-07,12:00:47,49.82,Mobile Money,Credit,UK,Web,U,N,N,Approved,Merchant_17
868,2025-04-18,12:00:47,30.8,Card,Credit,UK,Mobile App,U,N,Y,Approved,Merchant_46
869,2025-04-27,12:00:47,12.46,Cash,Debit,NG,Mobile App,U,N,Y,Declined,Merchant_24
870,2025-04-01,12:00:47,99.64,Card,Debit,NG,Mobile App,Y,N,N,Declined,Merchant_31
871,2025-03-23,12:00:47,29.88,Card,Credit,US,Web,U,N,N,Declined,Merchant_28
872,2025-04-21,12:00:47,8.46,Card,Debit,US,Mobile App,N,M,N,Approved,Merchant_26
873,2025-03-27,12:00:47,62.3,Mobile Money,Debit,US,POS,N,M,Y,Declined,Merchant_32
874,2025-04-12,12:00:47,49.82,Card,Debit,NG,Web,U,N,N,Approved,Merchant_13
875,2025-05-09,12:00:47,43.89,Mobile Money,Debit,NG,Web,Y,N,Y,Approved,Merchant_5
876,2025-05-11,12:00:47,8.8,Mobile Money,Debit,US,Web,Y,N,N,Declined,Merchant_36
877,2025-05-17,12:00:47,37.38,Card,Debit,UK,POS,U,M,N,Approved,Merchant_5
878,2025-04-17,12:00:47,49.86,Mobile Money,Debit,UK,Web,U,M,Y,Approved,Merchant_12
879,2025-03-27,12:00:47,180.95,Cash,Debit,UK,POS,U,M,N,Declined,Merchant_41
880,2025-03-30,12:00:47,33.24,Mobile Money,Debit,UK,Web,Y,M,N,Approved,Merchant_38
881,2025-05-07,12:00:47,83.1,Card,Debit,UK,Mobile App,U,N,N,Approved,Merchant_33
882,2025-05-15,12:00:47,53.85,Mobile Money,Credit,US,POS,Y,M,Y,Declined,Merchant_7
883,2025-04-05,12:00:47,25.61,Cash,Debit,UK,POS,U,N,N,Approved,Merchant_9
884,2025-05-09,12:00:47,8.44,Card,Debit,US,Web,Y,N,N,Declined,Merchant_36
885,2025-04-12,12:00:47,18.92,Cash,Debit,NG,Mobile App,Y,N,Y,Declined,Merchant_24
886,2025-05-13,12:00:47,14.63,Mobile Money,Credit,NG,Web,U,N,N,Declined,Merchant_17
887,2025-04-29,12:00:47,66.48,Cash,Credit,NG,POS,Y,N,N,Approved,Merchant_24
888,2025-04-14,12:00:47,36.7,Mobile Money,Debit,UK,Web,U,N,N,Declined,Merchant_24
889,2025-04-12,12:00:47,29.04,Card,Credit,UK,Mobile App,Y,M,Y,Approved,Merchant_32
890,2025-04-27,12:00:47,49.86,Card,Credit,UK,Web,U,M,Y,Declined,Merchant_8
891,2025-05-12,12:00:47,95.56,Card,Debit,US,Web,U,N,Y,Declined,Merchant_32
892,2025-03-24,12:00:47,46.2,Card,Credit,NG,Web,Y,M,Y,Approved,Merchant_8
893,2025-03-30,12:00:47,58.52,Card,Debit,US,POS,Y,N,N,Declined,Merchant_28
894,2025-04-29,12:00:47,124.55,Mobile Money,Debit,UK,Mobile App,N,N,Y,Declined,Merchant_17
895,2025-05-03,12:00:47,124.4,Mobile Money,Debit,US,Mobile App,N,M,Y,Approved,Merchant_18
896,2025-05-12,12:00:47,12.46,Mobile Money,Debit,NG,Web,U,M,N,Declined,Merchant_10
897,2025-04-24,12:00:47,6.6,Mobile Money,Debit,NG,Mobile App,N,N,N,Approved,Merchant_50
898,2025-03-19,12:00:47,122.92,Mobile Money,Credit,NG,POS,N,N,N,Approved,Merchant_49
899,2025-03-21,12:00:47,72.38,Cash,Debit,US,POS,U,N,Y,Approved,Merchant_7
900,2025-04-13,12:00:47,153.65,Mobile Money,Debit,NG,Mobile App,U,M,Y,Declined,Merchant_8
901,2025-03-21,12:00:47,10.0,Mobile Money,Credit,NG,Web,U,M,Y,Declined,Merchant_5
902,2025-04-22,12:00:47,66.48,Cash,Credit,UK,Mobile App,U,M,N,Approved,Merchant_47
903,2025-04-11,12:00:47,49.86,Card,Credit,US,POS,Y,M,N,Declined,Merchant_50
904,2025-05-04,12:00:47,32.37,Mobile Money,Credit,US,Mobile App,Y,N,Y,Declined,Merchant_23
905,2025-04-12,12:00:47,22.02,Cash,Debit,UK,Mobile App,U,M,Y,Approved,Merchant_26
906,2025-03-27,12:00:47,3.96,Mobile Money,Credit,UK,Web,N,M,N,Declined,Merchant_29
907,2025-04-29,12:00:47,12.66,Mobile Money,Debit,NG,Web,Y,N,Y,Declined,Merchant_49
908,2025-05-15,12:00:47,51.0,Card,Credit,NG,Web,N,N,Y,Approved,Merchant_27
909,2025-03-30,12:00:47,46.2,Card,Credit,UK,Web,U,M,N,Declined,Merchant_8
910,2025-04-07,12:00:47,21.1,Cash,Debit,UK,POS,Y,N,Y,Approved,Merchant_25
911,2025-03-24,12:00:47,49.86,Card,Credit,NG,Web,U,N,N,Approved,Merchant_32
912,2025-03-25,12:00:47,128.05,Mobile Money,Debit,NG,Web,N,N,Y,Declined,Merchant_18
913,2025-05-16,12:00:47,49.86,Card,Debit,UK,Web,U,N,Y,Approved,Merchant_21
914,2025-04-17,12:00:47,24.92,Cash,Credit,NG,POS,N,N,N,Declined,Merchant_7
915,2025-04-07,12:00:47,2.2,Card,Debit,US,Web,U,M,Y,Declined,Merchant_17
916,2025-04-15,12:00:47,78.24,Card,Debit,US,POS,Y,M,N,Declined,Merchant_32
917,2025-04-04,12:00:47,57.98,Mobile Money,Debit,US,Mobile App,Y,N,Y,Declined,Merchant_44
918,2025-03-26,12:00:47,48.4,Mobile Money,Credit,NG,POS,N,M,N,Approved,Merchant_38
919,2025-04-23,12:00:47,37.38,Card,Debit,US,Mobile App,N,N,N,Approved,Merchant_38
920,2025-05-07,12:00:47,43.89,Mobile Money,Credit,US,Mobile App,U,N,Y,Approved,Merchant_23
921,2025-03-31,12:00:47,5.64,Card,Debit,NG,POS,U,N,N,Approved,Merchant_9
922,2025-05-09,12:00:47,61.6,Card,Credit,US,Mobile App,N,N,Y,Approved,Merchant_5
923,2025-05-17,12:00:47,49.82,Cash,Credit,US,POS,N,N,Y,Declined,Merchant_43
924,2025-04-14,12:00:47,58.68,Card,Debit,NG,Web,U,N,N,Declined,Merchant_8
925,2025-04-06,12:00:47,46.2,Card,Debit,US,Web,Y,M,N,Approved,Merchant_36
926,2025-05-17,12:00:47,31.1,Mobile Money,Debit,NG,POS,N,N,N,Declined,Merchant_38
927,2025-04-29,12:00:47,143.34,Card,Debit,US,Mobile App,Y,M,Y,Declined,Merchant_1
928,2025-03-18,12:00:47,2.82,Cash,Credit,US,POS,Y,N,N,Approved,Merchant_24
929,2025-04-26,12:00:47,191.12,Card,Credit,US,Web,N,M,N,Declined,Merchant_21
930,2025-05-02,12:00:47,29.04,Mobile Money,Credit,UK,Mobile App,N,N,N,Declined,Merchant_44
931,2025-03-30,12:00:47,74.73,Mobile Money,Credit,US,POS,U,M,N,Approved,Merchant_1
932,2025-03-20,12:00:47,99.64,Cash,Debit,NG,Mobile App,U,M,N,Approved,Merchant_36
933,2025-05-11,12:00:47,29.88,Mobile Money,Debit,US,Web,U,N,Y,Declined,Merchant_5
934,2025-04-02,12:00:47,161.85,Card,Debit,US,Web,N,N,Y,Approved,Merchant_2
935,2025-03-28,12:00:47,81.28,Cash,Debit,US,Mobile App,U,M,N,Approved,Merchant_42
936,2025-03-28,12:00:47,2.2,Mobile Money,Credit,UK,Mobile App,Y,N,N,Approved,Merchant_8
937,2025-03-23,12:00:47,161.85,Mobile Money,Credit,UK,Web,Y,N,N,Approved,Merchant_50
938,2025-05-09,12:00:47,9.46,Card,Debit,NG,Web,N,M,N,Approved,Merchant_2
939,2025-04-08,12:00:47,115.96,Card,Credit,NG,Web,U,M,Y,Declined,Merchant_2
940,2025-04-20,12:00:47,19.36,Cash,Credit,US,POS,N,M,N,Approved,Merchant_25
941,2025-05-09,12:00:47,47.3,Card,Debit,NG,Web,Y,M,N,Declined,Merchant_50
942,2025-04-08,12:00:47,14.1,Card,Credit,US,Web,U,N,N,Declined,Merchant_9
943,2025-05-06,12:00:47,2.2,Mobile Money,Debit,UK,POS,N,N,Y,Approved,Merchant_50
944,2025-03-20,12:00:47,24.16,Card,Debit,US,Web,U,N,Y,Declined,Merchant_18
945,2025-04-14,12:00:47,12.66,Card,Debit,NG,Web,U,M,N,Declined,Merchant_39
946,2025-03-28,12:00:47,24.16,Mobile Money,Credit,US,POS,U,N,Y,Approved,Merchant_27
947,2025-05-13,12:00:47,73.15,Mobile Money,Debit,UK,Web,U,M,Y,Approved,Merchant_8
948,2025-03-20,12:00:47,68.0,Mobile Money,Credit,US,Web,Y,M,N,Declined,Merchant_41
949,2025-03-23,12:00:47,47.78,Card,Credit,UK,Web,U,M,N,Approved,Merchant_17
950,2025-05-15,12:00:47,95.56,Card,Credit,UK,Mobile App,Y,N,N,Approved,Merchant_8
951,2025-05-02,12:00:47,180.95,Card,Credit,UK,Web,N,M,Y,Approved,Merchant_34
952,2025-04-14,12:00:47,36.7,Mobile Money,Debit,US,Mobile App,N,N,N,Approved,Merchant_32
953,2025-04-27,12:00:47,4.4,Mobile Money,Credit,NG,Mobile App,U,N,N,Approved,Merchant_16
954,2025-04-04,12:00:47,101.6,Mobile Money,Debit,NG,Web,N,N,N,Declined,Merchant_15
955,2025-05-16,12:00:47,12.66,Mobile Money,Credit,NG,Web,Y,M,Y,Approved,Merchant_10
956,2025-04-25,12:00:47,35.9,Mobile Money,Credit,UK,Web,Y,M,Y,Approved,Merchant_20
957,2025-04-25,12:00:47,143.34,Mobile Money,Credit,US,Web,Y,M,N,Declined,Merchant_31
958,2025-04-17,12:00:47,238.9,Mobile Money,Debit,NG,Web,N,M,Y,Declined,Merchant_20
959,2025-04-26,12:00:47,2.82,Mobile Money,Credit,UK,Web,Y,N,Y,Approved,Merchant_5
960,2025-03-20,12:00:47,34.0,Cash,Debit,NG,Mobile App,U,M,N,Declined,Merchant_30
961,2025-05-04,12:00:47,62.2,Card,Debit,UK,POS,Y,N,Y,Approved,Merchant_42
962,2025-04-03,12:00:47,37.38,Mobile Money,Debit,UK,Mobile App,U,M,Y,Approved,Merchant_49
963,2025-04-16,12:00:47,31.1,Card,Credit,US,Web,N,M,Y,Declined,Merchant_23
964,2025-04-21,12:00:47,22.02,Cash,Credit,NG,Mobile App,U,N,N,Approved,Merchant_28
